twitter_id
Senator Hawley Press OfficeVerified account @SenHawleyPress
Senator Mike BraunVerified account @SenatorBraun
Senator Mitt RomneyVerified account @SenatorRomney
"U.S. Senator Bill Cassidy, M.D.Verified account @SenBillCassidy"
U.S. Senator Cindy Hyde-SmithVerified account @SenHydeSmith
Doug JonesVerified account @SenDougJones
Senator Tina SmithVerified account @SenTinaSmith
Sen. Kirsten GillibrandVerified account @gillibrandny
Senator Jacky RosenVerified account @SenJackyRosen
John KennedyVerified account @SenJohnKennedy
Senator Cortez MastoVerified account @SenCortezMasto
Kamala HarrisVerified account @SenKamalaHarris
Martha McSallyVerified account @SenMcSallyAZ
Senator Thom TillisVerified account @SenThomTillis
Senator Ben SasseVerified account @SenSasse
Senator Mike RoundsVerified account @SenatorRounds
SenDanSullivanVerified account @SenDanSullivan
David PerdueVerified account @sendavidperdue
Joni ErnstVerified account @SenJoniErnst
Sen. Cory BookerVerified account @SenBooker
Senator Brian SchatzVerified account @SenBrianSchatz
Leader McConnellVerified account @senatemajldr
Martin HeinrichVerified account @MartinHeinrich
Jim RischVerified account @SenatorRisch
Kyrsten SinemaVerified account @SenatorSinema
Sen. Tammy BaldwinVerified account @SenatorBaldwin
Senator Ted CruzVerified account @SenTedCruz
Senator Deb FischerVerified account @SenatorFischer
Senator Angus KingVerified account @SenAngusKing
Tammy DuckworthVerified account @SenDuckworth
Sen. Kevin CramerVerified account @SenKevinCramer
Elizabeth WarrenVerified account @SenWarren
Tom CottonVerified account @SenTomCotton
Sen. Maggie HassanVerified account @SenatorHassan
Senator Mike CrapoVerified account @MikeCrapo
Senator Jon TesterVerified account @SenatorTester
Senator Jack ReedVerified account @SenJackReed
Sen Dianne FeinsteinVerified account @SenFeinstein
Lindsey GrahamVerified account @LindseyGrahamSC
Senator John HoevenVerified account @SenJohnHoeven
Senator McConnell PressVerified account @McConnellPress
Senate Indian Affairs CommitteeVerified account @IndianCommittee
Senator John ThuneVerified account @SenJohnThune
Senator Patty MurrayVerified account @PattyMurray
Mike EnziVerified account @SenatorEnzi
Sen. Marsha BlackburnVerified account @MarshaBlackburn
Richard BlumenthalVerified account @SenBlumenthal
SenateEnergyDemsVerified account @EnergyDems
SASC MajorityVerified account @SASCMajority
Senator Roger WickerVerified account @SenatorWicker
Ron WydenVerified account @RonWyden
Senator Tom CarperVerified account @SenatorCarper
Senator Dick DurbinVerified account @SenatorDurbin
Sen. Patrick LeahyVerified account @SenatorLeahy
Sheldon WhitehouseVerified account @SenWhitehouse
Senator Gary PetersVerified account @SenGaryPeters
Cory GardnerVerified account @SenCoryGardner
Senator Joe ManchinVerified account @Sen_JoeManchin
Senator Todd YoungVerified account @SenToddYoung
Senator Ron JohnsonVerified account @SenRonJohnson
Senate Ag DemocratsVerified account @SenateAgDems
Sen. James LankfordVerified account @SenatorLankford
Michael BennetVerified account @SenatorBennet
Senator Pat ToomeyVerified account @SenToomey
Tim ScottVerified account @SenatorTimScott
Senator Rand PaulVerified account @RandPaul
Sen. John BarrassoVerified account @SenJohnBarrasso
Shelley Moore CapitoVerified account @SenCapito
Tim KaineVerified account @timkaine
Senate Budget CommitteeVerified account @SenateBudget
News & info from Senate Budget Committee Ranking Member @SenSanders of Vermont
Senator Bob CaseyVerified account @SenBobCasey
Chris MurphyVerified account @ChrisMurphyCT
Rick ScottVerified account @SenRickScott
Sen. Maria CantwellVerified account @SenatorCantwell
Sen. Jeanne ShaheenVerified account @SenatorShaheen
Senator Ben CardinVerified account @SenatorCardin
Senate Banking DemocratsVerified account @SenateBanking
Senator Mazie HironoVerified account @maziehirono
Mike LeeVerified account @SenMikeLee
Senate Energy GOPVerified account @EnergyGOP
Johnny IsaksonVerified account @SenatorIsakson
Sen. Lamar AlexanderVerified account @SenAlexander
Sen. Debbie StabenowVerified account @SenStabenow
Senator Pat RobertsVerified account @SenPatRoberts
Senior Senator from Kansas. Chairman of @SenateAgGOP.
Senate DemocratsVerified account @SenateDems
Tom UdallVerified account @SenatorTomUdall
Senate Doctors Show @SenateDoctors
Brian SchatzVerified account @brianschatz
Sherrod BrownVerified account @SenSherrodBrown
Bernie SandersVerified account @SenSanders
Senator Jeff MerkleyVerified account @SenJeffMerkley
Senator Amy KlobucharVerified account @SenAmyKlobuchar
Ed MarkeyVerified account @SenMarkey
Senator Roy BluntVerified account @RoyBlunt
Richard BurrVerified account @SenatorBurr
Richard ShelbyVerified account @SenShelby
Sen. Susan CollinsVerified account @SenatorCollins
Rob PortmanVerified account @senrobportman
Senator Bob MenendezVerified account @SenatorMenendez
Senator Jerry MoranVerified account @JerryMoran
Chris Van HollenVerified account @ChrisVanHollen
Sen. Lisa MurkowskiVerified account @lisamurkowski
Chuck SchumerVerified account @SenSchumer
Marco RubioVerified account @marcorubio
Senator Chris CoonsVerified account @ChrisCoons
Lindsey GrahamVerified account @GrahamBlog
Senate DemocratsVerified account @dscc
Senate RepublicansVerified account @SenateGOP
Senator John CornynVerified account @JohnCornyn
Steve DainesVerified account @SteveDaines
ChuckGrassleyVerified account @ChuckGrassley
Mark WarnerVerified account @MarkWarner
Jim InhofeVerified account @JimInhofe
Senator John BoozmanVerified account @JohnBoozman
